role,player_id,player,n_obs,arima_order,arima_next_forecast,hybrid_next_forecast
Midfielder,82518,V. Darida,99,"(0, 1, 1)",9.840620123000074,9.840583853573728
Midfielder,83836,A. Maxim,38,"(0, 1, 1)",15.738045699827339,15.665023975007202
Midfielder,86301,L. Castro,38,"(0, 1, 1)",31.695655230596174,31.69425512121569
Midfielder,86308,C. Yacob,34,"(0, 1, 1)",12.400922726734242,12.315007489069066
Midfielder,86486,G. Poblete,37,"(1, 1, 0)",13.429521966151377,12.901486921481272
Midfielder,89559,C. Ar\u00e1nguiz,38,"(1, 1, 0)",17.28221010901883,17.28925149627879
Midfielder,90268,E. Pulgar,36,"(1, 1, 0)",15.062931688226474,15.074984373248828
Midfielder,93044,S. Darbion,37,"(1, 0, 0)",25.676477542456045,25.692093095119848
Midfielder,94828,G. Shibasaki,45,"(0, 1, 1)",15.200259303936097,15.19719897795591
Midfielder,99902,P. Zieli\u0144ski,105,"(0, 1, 1)",1.8249814948332947,1.8249573475015801
Midfielder,105333,Willian,47,"(1, 1, 0)",23.32481799271971,23.318813301595746
Midfielder,105334,Douglas Costa,44,"(1, 1, 0)",29.73080708661417,29.721564343360463
Midfielder,105338,H. Mkhitaryan,39,"(1, 1, 0)",33.7400802297127,33.72970555700181
Midfielder,105339,Fernandinho,47,"(1, 1, 0)",18.08735471918877,17.968892141726574
Midfielder,105378,Y. Konoplyanka,99,"(0, 1, 1)",7.846705913299276,7.846672087663366
Midfielder,116171,Jo\u00e3o Pedro,28,"(0, 1, 1)",11.059086861766012,11.068204599178465
Midfielder,116269,D. Laxalt,45,"(1, 1, 0)",22.82429433820773,22.826306918840892
Midfielder,116345,F. P\u00edriz,39,"(0, 1, 1)",8.681617842299566,8.680504487139807
Midfielder,116349,M. Vecino,45,"(1, 1, 0)",21.85229190101237,21.838180613120507
Midfielder,120339,Mohamed Elneny,45,"(0, 1, 1)",16.822671576256457,16.822291015500728
Midfielder,127537,L. Milivojevi\u0107,45,"(1, 0, 0)",19.808498573081756,20.808641862647796
Midfielder,127685,M. Joji\u0107,37,"(1, 1, 0)",22.638947888059235,22.63364461694441
Midfielder,127796,F. Kosti\u0107,44,"(1, 0, 0)",24.98556510582008,23.20512179508247
Midfielder,127928,D. Bra\u0161anac,35,"(1, 1, 0)",9.991170113675752,9.994530929021993
Midfielder,134174,Samu Castillejo,38,"(0, 1, 1)",22.465856182100364,22.466503116013595
Midfielder,134294,I. Hayden,34,"(0, 1, 1)",20.46578881952707,20.480584093069474
Midfielder,134369,M. Meyer,31,"(0, 1, 1)",14.32515692104394,14.320543670549936
Midfielder,134387,L. Goretzka,38,"(1, 1, 0)",24.47720515361744,24.475588817212163
Midfielder,134397,S. Gnabry,36,"(1, 0, 0)",26.358012067960182,26.342609162317196
Midfielder,134508,S. Fofana,37,"(0, 1, 1)",18.05617266591676,18.061485786699134
Midfielder,134542,N. Mendy,22,"(0, 1, 1)",14.602646438674055,14.602646438674055
Midfielder,134797,Hernani,30,"(1, 1, 0)",7.47786727245235,7.478753519014354
Midfielder,135114,P. H\u00f8jbjerg,28,"(1, 1, 0)",27.01817095829985,27.009370664980924
Midfielder,135561,F. Grillitsch,37,"(1, 0, 0)",23.63388257678359,23.77383168991416
Midfielder,135913,Rony Lopes,41,"(1, 1, 0)",31.6489623156745,32.1782762376029
Midfielder,136011,M. Ga\u0107inovi\u0107,37,"(0, 1, 1)",29.35901883052528,29.362342251407505
Midfielder,138174,K. Linetty,39,"(1, 0, 0)",19.473777789181373,19.36932652027001
Midfielder,140125,N. Radoja,39,"(0, 1, 1)",11.32128233594573,11.322809123822813
Midfielder,141172,J. Aholou,40,"(1, 1, 0)",18.37723988106075,18.329262046120792
Midfielder,144766,N. Bentaleb,36,"(1, 1, 0)",12.662849388833456,12.660261278788857
Midfielder,146583,J. Brandt,45,"(1, 1, 0)",21.44821605550049,21.457363535630687
Midfielder,149053,R. Walter,40,"(0, 1, 1)",13.154807179512687,12.99774254793138
Midfielder,149062,T. Dingom\u00e9,16,"(1, 0, 0)",15.388435167899399,15.388435167899399
Midfielder,165425,D. Kohr,38,"(1, 1, 0)",16.00254422471621,16.079830870486283
Midfielder,167641,S. Lobotka,39,"(0, 1, 1)",14.461376508880845,14.455719789673081
Midfielder,190167,L. Spinazzola,25,"(0, 1, 1)",16.07509092990009,16.07383355501739
Midfielder,207143,Fabinho,41,"(1, 1, 0)",22.39436860549791,22.39015233683927
Midfielder,207164,B. N'Diaye,15,"(1, 1, 0)",17.630620895980936,17.630620895980936
Midfielder,208089,I. Fossum,27,"(1, 0, 0)",12.054030946223643,12.218491888372805
Midfielder,208652,V. Lazaro,30,"(1, 1, 0)",15.748430789560624,15.741426722258874
Midfielder,208716,A. Sch\u00f6pf,98,"(0, 1, 1)",4.031189729262773,4.031149611815276
Midfielder,209028,A. Thomasson,40,"(1, 1, 0)",17.698320589841618,17.697657279552235
Midfielder,209086,M. Sanson,40,"(1, 1, 0)",28.191357181867836,28.376753137907265
Midfielder,209091,C. Tolisso,47,"(1, 1, 0)",18.55494449039495,18.548014422259687
Midfielder,209209,F. Tait,40,"(1, 1, 0)",29.66732310765635,29.60771183186423
Midfielder,210044,E. Dier,109,"(0, 1, 1)",10.307034364033605,10.307053944159414
Midfielder,211885,Andr\u00e9 Gomes,95,"(0, 1, 1)",10.854856412295527,10.85476420391006
Midfielder,212644,G. Escalante,35,"(1, 1, 0)",15.342943217861318,15.344955452973807
Midfielder,213948,R. de Paul,38,"(0, 1, 1)",24.209153543307085,24.212629283859034
Midfielder,214062,\u00c1lex Granell,38,"(0, 1, 1)",25.271649357647878,25.26741374728201
Midfielder,215983,S. Boufal,30,"(1, 1, 0)",19.086123069450625,19.087314782366523
Midfielder,217031,Thomas,37,"(0, 1, 1)",25.504138644593898,25.49899037535781
Midfielder,217052,R. Steffen,16,"(1, 1, 0)",12.215777752463325,12.215777752463325
Midfielder,217872,J. Iloki,37,"(1, 1, 0)",17.145005060718702,17.13003820775573
Midfielder,217874,A. Tour\u00e9,40,"(1, 1, 0)",18.65448866739487,18.662555887844317
Midfielder,220341,R. Chibsah,14,"(1, 1, 0)",17.79491466612402,17.79491466612402
Midfielder,220359,P. Farag\u00f2,39,"(0, 1, 1)",19.850674915635548,19.854004207575283
Midfielder,221333,K. Demirbay,36,"(1, 1, 0)",16.74678537047628,16.81073447860006
Midfielder,221452,V. Grifo,29,"(1, 1, 0)",19.22033280043631,19.21437068192988
Midfielder,223560,L. \u00d6ztunali,38,"(1, 0, 0)",20.560759466541693,20.772609245432303
Midfielder,224677,J. Weigl,33,"(1, 1, 0)",17.75496393844193,17.741894413080868
Midfielder,224896,G. Holtmann,24,"(1, 1, 0)",11.708693037737076,11.708693037737076
Midfielder,224971,E. Thommy,38,"(0, 1, 1)",22.52941727663287,22.472234234464253
Midfielder,225089,Jos\u00e9 Luis Morales,38,"(0, 1, 1)",30.19122285451515,30.191474147697523
Midfielder,225948,Rub\u00e9n Pe\u00f1a,38,"(1, 1, 0)",13.653388515261256,13.669677138475024
Midfielder,226200,M. Lazzari,35,"(0, 1, 1)",32.62509636295462,32.62819161911929
Midfielder,228928,A. Maru\u0161i\u0107,36,"(1, 1, 0)",14.86301213637887,14.724635602393732
Midfielder,228980,J. Gbamin,34,"(0, 1, 1)",20.97835962373226,20.93500430035799
Midfielder,228981,B. Bourigeaud,41,"(1, 1, 0)",28.02873606559864,28.52046684500805
Midfielder,228983,W. Cyprien,17,"(1, 1, 0)",17.48965161813245,17.48965161813245
Midfielder,229124,A. Hunou,41,"(1, 1, 0)",14.265223974608466,14.238466324531123
Midfielder,229198,H. Manzala,41,"(0, 1, 1)",27.349672310213005,27.352195315221703
Midfielder,230020,A. Iwobi,44,"(1, 1, 0)",23.958788351534064,23.923772559879477
Midfielder,230895,Pere Pons,37,"(0, 1, 1)",21.45829022245215,21.46459684090422
Midfielder,234138,J. Repas,31,"(1, 1, 0)",13.823853326062142,13.592008736947953
Midfielder,234527,A. Halilovi\u0107,39,"(0, 1, 1)",17.11855381865226,17.11998478274964
Midfielder,235555,R. Loftus-Cheek,46,"(1, 1, 0)",34.41874674987,34.92398134898347
Midfielder,237269,S. Luki\u0107,22,"(1, 1, 0)",10.609029797278184,10.609029797278184
Midfielder,240445,Andreas Pereira,33,"(1, 0, 0)",18.53594390850183,18.387846557308404
Midfielder,241676,R. Gagliardini,34,"(1, 1, 0)",12.157339707536558,12.174888492150167
Midfielder,241945,P. Sisto,45,"(0, 1, 1)",22.998965338851526,23.005363986875132
Midfielder,244357,B. Zungu,34,"(1, 0, 0)",15.455913370249121,15.758340960142462
Midfielder,246063,S. Sensi,34,"(1, 1, 0)",14.476870203358224,14.476805942100576
Midfielder,246946,E. Skhiri,46,"(1, 1, 0)",16.510000015170828,16.557233961792246
Midfielder,247207,Joan Jord\u00e1n,38,"(1, 1, 0)",27.052638385928606,27.025567714608645
Midfielder,247219,V\u00edctor Camarasa,37,"(0, 1, 1)",16.010775726745717,16.011848416636578
Midfielder,247220,Jason,38,"(0, 1, 1)",23.75245732022763,23.74778230442048
Midfielder,247222,Medr\u00e1n,29,"(0, 1, 1)",14.00803183931894,14.005415247567365
Midfielder,247248,S. March,39,"(0, 1, 1)",14.112519500780031,14.10854147188656
Midfielder,249926,A. Confais,36,"(0, 1, 1)",7.573529365201222,7.572266564433204
Midfielder,253333,A. Blin,36,"(0, 1, 1)",17.807345712725287,17.811181377787356
Midfielder,255738,J. Lerma,45,"(0, 1, 1)",18.198396275219867,18.19791240471358
Midfielder,256478,D. Cataldi,38,"(0, 1, 1)",25.486220472440948,25.477605023370018
Midfielder,256706,L. Phiri,40,"(1, 1, 0)",15.767255794703887,15.898556363284515
Midfielder,256992,A. Fulgini,35,"(1, 1, 0)",21.43127037607526,21.413397088874333
Midfielder,257750,Thiago Maia,40,"(0, 1, 1)",18.44729655925724,18.44850393329355
Midfielder,258162,Renato Sanches,81,"(0, 1, 1)",8.37779863298758,8.378007159837328
Midfielder,260002,V. Rongier,40,"(1, 1, 0)",22.999658656471876,22.991388213986067
Midfielder,261127,A. Januzaj,37,"(0, 1, 1)",25.983838593588462,25.987627884374252
Midfielder,263091,Gumbau,37,"(0, 1, 1)",18.522165813703324,18.5245816365222
Midfielder,263614,N. Amiri,38,"(1, 0, 0)",26.136127571001847,26.46894444002231
Midfielder,263802,Y. Tielemans,48,"(1, 1, 0)",15.357143465416865,15.357104610639052
Midfielder,265172,A. Bar\u00e1k,37,"(0, 1, 1)",16.68629490063742,16.685299575712833
Midfielder,265318,E. Fernandes,38,"(0, 1, 1)",17.810770778773165,17.8108633447865
Midfielder,265366,W. Ndidi,45,"(0, 1, 1)",18.765254095163808,18.76407858726071
Midfielder,265673,Bernardo Silva,46,"(1, 1, 0)",23.768893035767665,23.836311655758013
Midfielder,265864,N. Maksimovi\u0107,39,"(0, 1, 1)",10.440693358846096,10.442476595707324
Midfielder,265865,S. Milinkovi\u0107-Savi\u0107,43,"(1, 0, 0)",26.720667556162834,26.57889468991375
Midfielder,269060,P. Hern\u00e1ndez,38,"(0, 1, 1)",14.613683393688568,14.599769091697105
Midfielder,269490,F. Kath,34,"(1, 1, 0)",8.085819084893853,8.088820737551838
Midfielder,272363,M. Dahoud,35,"(1, 1, 0)",16.923579643983825,16.891753118057235
Midfielder,272440,M. Eggestein,38,"(1, 1, 0)",17.2603968062343,17.093743798965395
Midfielder,274344,B. Santamaria,40,"(0, 1, 1)",16.854050660054224,16.677842789809244
Midfielder,275243,S. Khaoui,37,"(1, 0, 0)",21.409825953549365,21.632881614274005
Midfielder,275293,Samu Garc\u00eda,30,"(0, 1, 1)",7.207663510936171,7.210113664167792
Midfielder,276920,V. Vada,38,"(0, 1, 1)",14.229009609003716,14.231717462917024
Midfielder,277629,P. Lees Melou,39,"(0, 1, 1)",19.167166001112147,19.064361534030123
Midfielder,278383,\u00c1lvaro Jim\u00e9nez,29,"(0, 1, 1)",13.065529290146715,13.070938599787242
Midfielder,278813,S. Bastien,34,"(0, 1, 1)",22.302955368290608,22.303280578683083
Midfielder,279538,Marcos Llorente,36,"(0, 1, 1)",8.31560613898948,8.309191293403657
Midfielder,279555,Iv\u00e1n Alejo,37,"(1, 1, 0)",15.6951543740909,15.647281033543814
Midfielder,279734,V. Koziello,39,"(0, 1, 1)",14.446259692217586,14.445984825398204
Midfielder,280115,M. Lopez,40,"(1, 1, 0)",22.930269148459512,23.00281170408972
Midfielder,282448,Aleix Garc\u00eda,31,"(0, 1, 1)",15.717226163752024,15.722170562751238
Midfielder,282804,K. Laimer,37,"(1, 1, 0)",16.80089249832443,16.851461660097158
Midfielder,283142,D. Gray,39,"(0, 1, 1)",15.447997919916798,15.446359082758118
Midfielder,284315,M. Rog,99,"(0, 1, 1)",3.59309789779288,3.5930756913374107
Midfielder,284469,J. Brekalo,38,"(1, 0, 0)",23.45658958689183,22.43149901167363
Midfielder,285109,F. Kessi\u00e9,38,"(1, 1, 0)",24.966089730971127,25.070990411453515
Midfielder,285457,H. Ma\u00efga,18,"(1, 1, 0)",13.190564798989325,13.190564798989325
Midfielder,286226,M. Locatelli,38,"(1, 1, 0)",13.362700005042356,13.382917483317655
Midfielder,286448,M. Arambarri,29,"(0, 1, 1)",11.852302121055356,11.849886691254607
Midfielder,288091,Marco Asensio,45,"(0, 1, 1)",34.76959389549923,34.76777034354639
Midfielder,289359,Y. A\u00eft Bennasser,38,"(0, 1, 1)",16.351447296559257,16.34177644294445
Midfielder,289711,N. Ke\u00efta,37,"(1, 1, 0)",19.849355797819623,19.770490701846608
Midfielder,292310,L. Mazzitelli,32,"(1, 1, 0)",15.15009501597149,15.15368549173934
Midfielder,293686,J. Murphy,38,"(1, 1, 0)",11.05585130827478,11.04984101431421
Midfielder,295569,Ot\u00e1vio,32,"(1, 1, 0)",15.4418918874673,15.46319490788499
Midfielder,299557,\u00c1. Nagy,98,"(0, 1, 1)",7.802306816689078,7.802247144989077
Midfielder,302518,L. Cook,31,"(1, 0, 0)",19.808593413752615,21.02744259588152
Midfielder,302600,S. Serdar,32,"(0, 1, 1)",21.293845061349497,21.437105614828692
Midfielder,302799,R. Mandragora,38,"(0, 1, 1)",25.197190780839897,25.202864643833614
Midfielder,303357,P. Billing,39,"(1, 0, 0)",14.33276283816775,14.747217417521082
Midfielder,325781,J. Lea Siliki,41,"(1, 1, 0)",19.47392135445112,19.50544068548912
Midfielder,327009,Walace,29,"(1, 1, 0)",26.768562132534186,26.738989749964873
Midfielder,328333,L. Pellegrini,35,"(1, 1, 0)",27.9488188976378,27.953994540307
Midfielder,330387,M. Coco,40,"(0, 1, 1)",19.46717965496144,19.13979369295201
Midfielder,332605,Ramadan Sobhi,44,"(0, 1, 1)",10.136351277211556,10.134398137310395
Midfielder,333571,L. Torreira,45,"(1, 1, 0)",22.001517833708288,22.071646214960577
Midfielder,335763,J. Sambia,37,"(1, 1, 0)",18.82753813985209,18.834084324272677
Midfielder,339789,Mikel Merino,37,"(0, 1, 1)",20.391807376714617,20.379765070351034
Midfielder,340019,Gerson,34,"(1, 1, 0)",9.284682760796423,9.307162458858366
Midfielder,340920,L. Blas,40,"(1, 1, 0)",27.17142271982523,27.377517968286
Midfielder,342743,L. Tousart,41,"(1, 1, 0)",12.365182866425474,12.326512952418287
Midfielder,344075,I\u00f1igo C\u00f3rdoba,38,"(0, 1, 1)",22.644874590359784,22.652707482598878
Midfielder,345707,B. \u00d6zcan,35,"(1, 0, 0)",15.767297062927419,15.679135929697686
Midfielder,346071,O. Burke,31,"(0, 1, 1)",9.933234390117336,9.935682025052715
Midfielder,346195,Fabi\u00e1n,38,"(0, 1, 1)",19.19126194889924,19.189863616482228
Midfielder,346908,A. Murgia,34,"(1, 1, 0)",17.67970820194988,17.670003943656965
Midfielder,347200,C. Nkunku,36,"(0, 1, 1)",8.752056555176164,8.762833596492197
Midfielder,349099,O. Mangala,38,"(1, 1, 0)",9.706486793344858,9.358439656084421
Midfielder,349102,S. Omeonga,38,"(0, 1, 1)",12.065244361713711,12.073104187801663
Midfielder,353236,T. Davies,39,"(1, 1, 0)",12.496489859594387,12.353455207718891
Midfielder,354547,J. Jankto,38,"(0, 1, 1)",15.54256567929009,15.549854522683416
Midfielder,355599,Mikel Oyarzabal,38,"(0, 1, 1)",24.124242498706675,24.12140886409173
Midfielder,356237,G. Lo Celso,37,"(0, 1, 1)",28.75379393858189,28.921411512916034
Midfielder,356903,S. \u00d6zcan,28,"(0, 1, 1)",17.290760581940013,17.276159761100608
Midfielder,359847,Alfonso Pedraza,37,"(0, 1, 1)",21.542291774443868,21.550863026670697
Midfielder,360992,D. Zakaria,44,"(1, 1, 0)",23.15246118268913,23.143248390769422
Midfielder,361807,R. Bentancur,45,"(1, 1, 0)",10.745414087831094,10.744438434301927
Midfielder,364005,F. Valverde,34,"(1, 1, 0)",15.114009629613198,15.106814849799909
Midfielder,364644,A. Diouss\u00e9,38,"(1, 1, 0)",17.453808450942734,17.371938945596913
Midfielder,364860,Rodri,38,"(0, 1, 1)",19.224090274185205,19.229938041180635
Midfielder,366401,A. Zambo Anguissa,40,"(1, 1, 0)",18.032495903877663,17.90185867538874
Midfielder,366571,F. Maouassa,40,"(1, 1, 0)",13.507201895519584,13.520085439487785
Midfielder,366760,L. Coulibaly,40,"(1, 1, 0)",15.0130989632916,15.051763579935983
Midfielder,367621,D. Geiger,29,"(1, 1, 0)",24.47922032556793,24.50589710518083
Midfielder,372752,Carlos Soler,39,"(0, 1, 1)",24.12875064666322,24.12952255847803
Midfielder,372915,A. Harit,38,"(1, 1, 0)",23.09712586719524,23.0894666703416
Midfielder,374013,A. Diawara,34,"(1, 1, 0)",10.717062146724748,10.723478385569143
Midfielder,391530,C. Pulisic,38,"(1, 0, 0)",24.085576471418616,24.017828401655432
Midfielder,395114,Zubeld\u00eda,31,"(0, 1, 1)",25.10612545394002,25.107404465308772
Midfielder,397033,B. Soumar\u00e9,23,"(1, 1, 0)",12.284099416674698,12.284099416674698
Midfielder,397046,H. Aouar,38,"(0, 1, 1)",11.202621518296016,11.19730613253714
Midfielder,397174,S. McTominay,22,"(0, 1, 1)",10.32764327270542,10.32764327270542
Midfielder,399676,Pablo Fornals,38,"(0, 1, 1)",21.54952926510318,21.55254310691102
Midfielder,408827,B. Srarfi,42,"(1, 1, 0)",14.010864370317949,14.059661135824216
Midfielder,412897,Dani Raba,26,"(1, 0, 0)",21.27530055807676,20.946370776163004
Midfielder,413582,Y. Bissouma,39,"(0, 1, 1)",28.9085791247986,28.911873987605397
Midfielder,425925,K. Havertz,35,"(1, 0, 0)",19.372284150796485,19.74474892683561
Midfielder,447804,F. Chiesa,37,"(1, 1, 0)",25.719578333958257,25.718523448626716
Midfielder,448079,I. Sarr,47,"(1, 1, 0)",27.36578372474058,27.39263105000599
Midfielder,450784,\u00d3scar Melendo,37,"(0, 1, 1)",11.81469795543354,11.812820489216856
Midfielder,471348,W. McKennie,37,"(1, 1, 0)",13.978224759042222,13.983116689190227
